country,country_id,year,electoral_democracy_index,electoral_fairness_index,liberal_democracy_index,freedom_of_expression_index,freedom_of_association_index,free_and_fair_elections_index,civil_society_participation_index,voting_age_restrictions,compulsory_voting,women_voting_rights,election_monitoring_quality,campaign_donation_regulation,public_campaign_financing,vote_buying,campaign_freedom,electoral_fairness_index,election_result_acceptance,voter_turnout,voter_participation_rate,party_ban_restrictions,opposition_party_autonomy,academic_freedom,religious_freedom,freedom_of_movement,men_domestic_movement_freedom,women_domestic_movement_freedom,freedom_to_choose_residence,men_property_rights,women_property_rights,state_control_over_internet,state_territorial_control,civil_society_organizational_autonomy,civil_society_repression,government_consultation_with_civil_society,gender_inclusion_in_civil_society,religious_organization_control,media_censorship,media_censorship_effort,media_censorship_binary,journalist_harassment,media_self_censorship,media_bias,media_corruption,legislative_constraints_on_executive,judicial_constraints_on_executive,other_constraints_on_executive,education_equality,health_equality,gdp_per_capita
Cyprus,156,2018,0.834,1.682,0.723,0.916,0.903,0.918,0.883,18.0,0.0,2.0,0.0,1.837,2.291,1.514,2.35,1.682,1.113,73.97,40.54,2.029,2.498,1.846,1.4,1.93,1.693,1.575,1.479,1.238,1.724,0.716,68.143,2.272,2.332,1.954,1.818,2.839,1.848,2.03,0.958,2.645,0.696,2.202,2.503,1.93,0.845,0.983,2.952,2.575,67.843
Czechia,157,1998,0.887,1.75,0.814,0.976,0.913,0.935,0.755,18.0,0.0,2.0,0.0,1.361,1.769,1.649,2.23,1.75,1.467,74.0,76.73,2.106,2.694,3.264,2.685,2.727,1.671,1.97,1.486,1.965,2.312,1.963,99.929,1.894,3.346,1.332,2.671,0.489,2.939,2.026,0.934,1.481,3.004,2.845,2.226,1.659,2.07,1.574,2.333,3.242,42.334
Czechia,157,2002,0.888,1.756,0.813,0.976,0.914,0.939,0.789,18.0,0.0,2.0,0.0,1.466,1.704,1.648,2.186,1.756,1.422,57.95,59.03,2.106,2.694,3.264,2.685,2.727,1.671,1.97,1.676,1.965,2.312,1.963,99.929,1.894,3.346,1.332,2.671,0.489,2.939,2.026,0.934,1.333,3.004,2.845,2.226,1.659,2.07,1.703,2.333,3.242,48.69
Czechia,157,2006,0.9,1.978,0.828,0.977,0.917,0.955,0.789,18.0,0.0,2.0,0.0,1.466,1.704,1.71,2.52,1.978,1.484,64.47,65.12,2.106,2.694,3.264,2.685,2.727,1.671,1.97,1.676,1.965,2.312,1.963,99.929,1.894,3.346,1.332,2.671,0.489,2.939,2.026,0.934,1.717,3.004,2.845,2.226,1.659,2.07,1.703,2.333,3.242,59.359
Czechia,157,2013,0.87,2.002,0.788,0.937,0.901,0.957,0.785,18.0,0.0,2.0,0.0,1.491,1.773,1.469,2.505,2.002,1.625,61.31,61.23,1.224,2.694,2.793,2.685,2.727,1.671,1.97,1.914,1.965,2.312,1.963,99.929,1.894,3.346,1.414,2.671,0.489,1.824,2.026,0.934,1.986,1.535,2.502,2.069,1.652,2.07,1.756,2.434,3.242,64.522
Czechia,157,2017,0.842,1.342,0.741,0.917,0.885,0.943,0.811,18.0,0.0,2.0,0.0,2.825,1.859,1.08,2.499,1.342,0.703,60.84,58.06,1.224,1.683,2.453,1.285,2.727,1.395,1.735,1.825,1.965,2.312,1.963,99.929,1.894,3.346,1.414,2.671,0.317,1.824,1.74,0.934,1.986,1.551,1.581,2.069,1.145,1.697,1.756,2.434,3.242,72.427
Czechia,157,2018,0.817,0.726,0.717,0.907,0.878,0.914,0.797,18.0,0.0,2.0,0.0,2.825,2.006,1.08,1.992,0.726,1.586,66.57,63.44,0.948,1.683,2.18,1.522,2.727,1.549,1.735,1.825,2.24,2.603,1.529,99.929,1.894,3.346,1.368,2.671,0.317,1.458,1.74,0.934,1.986,1.551,1.581,2.069,1.107,1.697,1.756,2.434,3.242,74.617
Denmark,158,2019,0.917,1.877,0.889,0.983,0.931,0.961,0.987,18.0,0.0,2.0,0.0,1.832,3.208,2.06,2.151,1.877,1.475,84.6,76.38,2.478,2.817,2.627,1.298,1.781,1.907,2.285,1.137,2.359,2.539,1.557,98.929,2.826,2.699,3.623,2.534,0.172,3.299,2.114,0.988,3.719,3.122,3.017,3.291,1.571,3.332,2.798,3.069,3.668,108.005
Estonia,161,1995,0.87,1.963,0.802,0.958,0.89,0.95,0.802,18.0,0.0,2.0,0.0,0.733,-1.581,1.627,1.679,1.963,1.652,68.91,48.84,1.951,2.752,2.768,1.139,2.411,2.096,2.368,1.454,2.213,2.63,2.139,100.0,2.65,3.009,1.423,2.432,-0.849,2.864,2.037,0.977,2.877,1.734,2.0,2.118,1.706,1.208,1.891,2.253,1.991,26.193
Estonia,161,1999,0.867,1.969,0.806,0.958,0.887,0.95,0.782,18.0,0.0,2.0,0.0,1.102,0.259,1.621,1.68,1.969,1.653,57.43,45.95,1.951,2.752,2.768,1.139,2.411,2.096,2.368,1.504,2.213,2.63,2.139,100.0,2.65,3.009,1.151,2.432,-0.849,2.864,2.037,0.977,2.877,1.734,1.848,2.118,1.98,1.208,1.712,2.253,1.991,32.907
Estonia,161,2007,0.873,1.669,0.813,0.96,0.892,0.95,0.811,18.0,0.0,2.0,0.0,1.985,1.838,1.789,2.165,1.669,1.332,61.91,53.44,1.951,2.752,2.768,2.082,2.411,2.096,2.368,1.504,2.213,2.63,2.139,100.0,2.65,3.009,1.151,2.432,-0.849,2.864,2.037,0.977,2.877,1.734,2.236,2.118,1.927,1.088,1.739,2.425,2.361,54.586
Estonia,161,2011,0.881,2.232,0.831,0.967,0.891,0.959,0.867,18.0,0.0,2.0,0.0,2.338,1.79,1.469,2.171,2.232,1.911,63.53,55.45,1.951,2.752,2.768,2.082,2.411,2.096,2.368,1.504,2.213,2.63,2.139,100.0,2.65,3.009,1.53,2.432,-0.849,3.181,2.037,0.977,2.877,2.183,1.851,2.118,1.927,1.211,1.829,2.825,2.774,53.327
Estonia,161,2015,0.895,2.214,0.847,0.964,0.911,0.965,0.857,18.0,0.0,2.0,0.0,2.626,2.181,2.203,2.142,2.214,1.871,64.23,56.82,1.951,2.752,2.768,2.082,2.411,2.096,2.368,1.504,2.213,2.63,2.139,100.0,2.964,3.009,1.53,2.432,-0.849,3.181,2.037,0.977,3.215,1.826,1.354,2.724,1.576,1.211,2.076,3.227,2.774,59.072
Estonia,161,2019,0.898,2.088,0.849,0.966,0.91,0.967,0.901,18.0,0.0,2.0,0.0,3.552,1.657,2.39,2.069,2.088,1.797,63.67,56.45,1.951,2.752,2.166,1.614,2.411,2.096,2.368,1.504,2.213,2.63,2.139,100.0,2.964,3.009,2.446,2.432,-0.391,3.181,2.037,0.977,3.057,1.566,2.637,2.526,1.576,1.211,2.225,3.227,2.774,68.392
Fiji,162,2001,0.257,1.549,0.186,0.646,0.668,0.25,0.533,21.0,1.0,2.0,0.0,-0.164,-1.661,0.84,-1.514,1.549,1.266,81.05,77.04,0.473,0.978,-1.045,1.919,1.04,1.705,1.503,0.614,0.832,0.754,2.026,94.182,0.66,1.729,-0.522,0.91,-0.685,0.391,0.215,0.937,0.204,0.702,1.449,1.714,0.948,-0.107,0.663,0.843,-0.191,15.998
Fiji,162,2006,0.397,-0.243,0.266,0.569,0.567,0.486,0.477,21.0,1.0,2.0,0.0,-0.029,-1.661,-0.362,0.248,-0.243,-0.884,64.0,55.54,0.304,0.978,-0.284,1.461,0.678,1.246,1.269,0.545,0.812,0.754,2.026,94.182,0.002,0.966,-0.996,0.91,-0.804,-0.079,-0.065,0.937,-0.363,0.426,1.207,1.54,0.859,-0.552,0.663,0.843,-0.191,17.451
Greece,164,2019,0.864,2.363,0.764,0.91,0.921,0.96,0.89,17.0,1.0,2.0,0.0,1.149,2.221,2.347,2.544,2.363,1.87,57.91,63.52,1.842,3.083,2.028,0.662,2.939,1.867,2.2,1.004,1.233,1.674,1.452,98.929,2.281,2.927,1.78,2.523,1.489,2.11,2.19,0.959,1.722,1.585,1.386,1.613,2.14,1.552,1.96,2.879,2.016,53.067
Guyana,166,1997,0.453,0.437,0.309,0.575,0.825,0.52,0.304,18.0,0.0,2.0,0.0,-1.774,-1.917,1.363,-0.933,0.437,-1.217,88.42,80.16,2.159,1.549,0.475,2.454,1.605,1.56,1.808,0.834,1.822,2.137,1.671,99.455,1.798,0.391,-0.881,1.178,-0.252,-1.164,1.653,-1.228,-0.475,-0.309,0.742,1.096,0.682,0.548,0.84,0.685,0.59,11.668
Guyana,166,2001,0.555,0.755,0.356,0.664,0.844,0.665,0.7,18.0,0.0,2.0,0.0,-1.774,-1.917,0.972,-0.746,0.755,-0.17,91.73,72.56,2.159,1.549,-0.038,2.454,1.605,1.56,1.808,0.834,1.822,2.137,1.671,99.455,2.452,0.539,1.156,1.893,1.148,-1.164,1.653,0.988,1.029,1.061,1.218,1.096,0.823,0.548,0.84,0.685,0.59,12.805
Guyana,166,2006,0.582,0.627,0.371,0.714,0.854,0.665,0.7,18.0,0.0,2.0,0.0,-1.774,-1.917,0.806,-1.247,0.627,0.022,68.82,66.44,2.159,1.549,0.378,2.454,1.605,1.656,1.808,0.495,1.822,2.137,1.671,99.455,2.452,0.974,1.156,1.893,1.148,-0.001,1.653,0.988,1.029,1.061,1.186,1.096,0.823,0.548,0.885,0.685,0.59,14.75
Guyana,166,2011,0.581,0.562,0.372,0.719,0.869,0.65,0.717,18.0,0.0,2.0,0.0,-1.638,-1.917,0.84,-1.059,0.562,-0.056,72.89,75.0,2.159,1.733,0.475,2.454,1.605,2.036,1.808,0.495,2.082,2.432,1.671,99.455,2.542,1.17,1.156,1.893,1.148,0.221,1.653,0.988,1.029,1.061,1.197,1.096,0.823,0.401,0.885,0.685,0.59,18.444
Guyana,166,2015,0.647,0.675,0.45,0.835,0.907,0.66,0.75,18.0,0.0,2.0,0.0,-1.638,-1.98,0.855,-0.726,0.675,-0.844,72.19,86.27,2.159,2.07,1.688,2.454,1.605,2.152,1.808,0.495,1.899,2.083,1.671,98.889,3.14,2.229,1.333,1.893,1.09,1.085,1.653,0.988,1.123,1.366,1.47,1.096,0.843,0.738,0.885,0.685,0.506,20.118
Iceland,168,2009,0.883,1.916,0.796,0.954,0.91,0.955,0.956,18.0,0.0,2.0,0.0,2.103,2.173,2.18,1.885,1.916,1.619,85.12,84.74,2.08,2.458,2.342,2.572,2.058,2.35,2.546,1.016,2.523,3.093,2.091,99.923,2.603,2.905,2.365,1.866,2.012,2.482,2.008,0.969,2.674,1.684,2.387,2.11,1.988,2.3,2.067,3.35,2.774,99.676
Iceland,168,2013,0.861,1.967,0.779,0.924,0.906,0.951,0.956,18.0,0.0,2.0,0.0,2.103,2.319,1.161,2.044,1.967,1.639,81.44,80.01,2.08,2.458,2.096,2.327,2.058,2.35,2.546,1.016,2.523,3.093,2.091,99.923,2.332,2.905,2.365,1.866,1.631,2.082,2.008,0.969,1.764,1.998,1.326,2.11,2.066,2.446,2.124,3.35,2.774,99.516
Iceland,168,2017,0.864,1.893,0.782,0.94,0.906,0.939,0.956,18.0,0.0,2.0,0.0,2.015,2.614,2.139,2.056,1.893,1.579,81.2,79.38,2.08,2.458,2.619,2.245,2.058,2.35,2.546,1.121,2.523,3.093,2.091,99.923,2.332,2.905,2.365,1.866,1.631,2.855,2.008,0.969,1.764,1.998,1.326,2.11,2.16,2.618,2.124,3.35,2.774,110.969
Lithuania,173,1993,0.814,1.717,0.745,0.903,0.86,0.934,0.664,18.0,0.0,2.0,0.0,1.183,-0.185,1.669,2.069,1.717,1.199,78.62,73.15,0.8,2.749,2.139,2.032,1.324,2.022,2.406,0.467,1.437,2.162,1.939,99.734,1.489,2.646,1.299,2.24,0.605,1.934,2.0,0.94,1.844,1.082,1.898,0.938,1.316,1.792,0.413,2.735,3.002,21.423
Lithuania,173,1996,0.827,1.727,0.758,0.925,0.86,0.937,0.652,18.0,0.0,2.0,0.0,1.183,-0.185,1.101,2.075,1.727,1.176,52.95,49.96,0.8,2.749,2.139,2.032,1.324,2.022,2.406,1.358,1.704,2.441,1.939,100.0,1.489,2.646,0.972,2.24,1.05,1.934,2.0,0.94,2.425,1.838,1.409,0.938,1.316,1.792,0.413,2.735,3.002,21.219
Lithuania,173,2008,0.825,1.987,0.765,0.951,0.861,0.906,0.734,18.0,0.0,2.0,0.0,2.593,1.687,0.599,2.201,1.987,1.812,48.59,46.15,0.8,2.749,2.678,2.586,1.997,2.022,2.406,1.899,2.076,2.831,1.939,100.0,1.489,2.646,0.972,2.24,0.922,2.693,2.0,0.94,2.425,2.174,1.624,1.743,1.45,2.329,0.925,2.735,3.002,46.454
Lithuania,173,2009,0.845,1.987,0.787,0.96,0.857,0.936,0.734,18.0,0.0,2.0,0.0,2.593,1.687,0.772,2.201,1.987,1.812,51.76,48.04,0.8,2.749,3.146,2.586,1.997,2.022,2.406,1.899,2.076,2.831,1.939,100.0,1.489,2.646,0.972,2.24,0.922,2.693,2.0,0.94,2.425,2.174,1.989,1.743,1.45,2.329,1.036,2.372,3.002,45.047
Lithuania,173,2012,0.84,1.582,0.784,0.955,0.857,0.933,0.741,18.0,0.0,2.0,0.0,3.04,2.375,0.747,2.225,1.582,0.848,52.93,55.86,0.8,2.749,3.146,2.586,1.997,2.022,2.406,1.899,2.076,2.831,1.939,100.0,1.489,2.646,0.972,2.24,0.755,2.693,2.0,0.94,2.425,2.001,1.628,2.031,1.45,2.329,1.194,2.484,2.577,51.162
Lithuania,173,2014,0.831,1.936,0.774,0.944,0.851,0.929,0.757,18.0,0.0,2.0,0.0,3.218,2.687,0.793,2.179,1.936,1.725,52.14,47.44,0.8,2.749,2.517,2.586,1.997,2.022,2.406,1.899,2.076,2.831,1.939,100.0,1.489,2.254,1.061,1.441,0.811,2.213,2.0,0.94,2.253,1.86,2.415,2.567,1.45,2.775,1.49,2.277,2.242,55.529
Lithuania,173,2016,0.826,1.857,0.772,0.941,0.85,0.924,0.787,18.0,0.0,2.0,0.0,3.218,2.687,0.681,2.096,1.857,1.729,50.6,54.5,0.8,2.749,2.396,1.953,1.997,2.022,2.406,1.899,2.076,2.831,1.939,100.0,1.489,2.254,1.35,1.441,0.811,1.917,2.0,0.94,3.189,1.86,1.636,2.93,1.27,2.558,1.49,2.277,2.242,59.45
Lithuania,173,2019,0.818,1.909,0.757,0.934,0.846,0.926,0.846,18.0,0.0,2.0,0.0,3.218,2.687,1.163,2.127,1.909,1.693,57.37,63.01,0.8,2.749,1.724,1.953,1.997,2.022,2.406,1.899,2.076,2.831,1.939,100.0,1.415,2.217,1.35,2.195,1.126,1.518,2.0,0.94,3.186,2.194,2.364,2.93,1.528,2.725,1.49,1.947,2.163,67.225
North Macedonia,176,1994,0.317,-0.647,0.279,0.634,0.668,0.086,0.315,18.0,0.0,2.0,0.0,-0.32,-0.714,-0.486,1.901,-0.647,-1.431,77.76,71.59,2.023,1.552,-0.042,0.149,1.428,1.268,1.336,-0.081,2.092,1.614,1.685,93.167,0.067,0.903,-1.12,1.209,0.063,1.466,0.603,-2.673,1.118,0.325,0.636,0.288,0.088,0.326,-0.494,0.885,1.824,16.125
North Macedonia,176,1998,0.507,1.725,0.391,0.723,0.766,0.498,0.356,18.0,0.0,2.0,0.0,-0.157,-0.714,-0.402,1.907,1.725,1.724,72.9,48.94,2.023,1.552,0.241,0.149,1.428,1.268,1.336,0.12,2.092,1.614,1.685,93.333,0.691,1.054,-1.12,1.379,0.063,1.466,0.603,0.969,1.118,0.51,1.397,0.436,-0.193,0.326,-0.178,0.885,1.824,16.726
North Macedonia,176,1999,0.566,-0.847,0.434,0.723,0.805,0.617,0.345,18.0,0.0,2.0,1.0,0.203,-0.714,-0.69,1.907,-0.847,-1.263,69.1,77.84,2.023,1.552,0.241,0.149,1.428,1.268,1.336,0.12,2.092,1.614,1.685,90.0,1.133,1.054,-1.12,1.379,0.301,1.466,0.603,0.969,1.118,0.51,1.397,0.436,0.041,0.402,-0.178,0.885,1.824,17.301
North Macedonia,176,2002,0.525,1.183,0.397,0.781,0.812,0.464,0.565,18.0,0.0,2.0,0.0,0.563,-0.707,-0.903,1.914,1.183,0.801,74.6,85.35,2.023,1.552,0.647,0.788,1.66,1.35,1.018,0.771,2.092,1.614,1.823,84.5,1.31,1.651,-0.471,2.326,0.49,0.826,0.614,0.969,1.118,0.9,1.786,0.133,-0.693,0.856,-0.178,1.03,1.86,18.687
North Macedonia,176,2004,0.62,0.577,0.467,0.795,0.856,0.636,0.559,18.0,0.0,2.0,1.0,0.847,-0.741,-0.63,1.887,0.577,-0.9,53.64,61.27,2.023,1.552,0.755,0.788,1.66,2.047,1.363,1.197,2.092,1.614,1.823,90.0,1.31,2.558,-0.471,2.376,0.49,0.826,1.442,0.969,1.673,0.387,1.786,0.47,-0.672,0.856,0.007,1.03,1.86,20.061
North Macedonia,176,2006,0.598,0.475,0.45,0.759,0.835,0.641,0.559,18.0,0.0,2.0,0.0,0.975,1.215,-0.266,1.267,0.475,0.083,55.98,64.5,2.023,1.552,0.899,0.788,1.66,2.047,1.363,1.593,2.092,1.614,1.823,96.615,1.31,1.592,-0.471,2.376,0.568,0.727,1.442,0.969,1.423,0.0,1.212,0.389,-0.672,0.856,0.007,1.161,1.86,22.07
North Macedonia,176,2008,0.552,0.224,0.413,0.719,0.79,0.602,0.545,18.0,0.0,2.0,0.0,0.975,1.207,-0.758,0.892,0.224,-0.167,57.99,67.08,2.023,1.328,1.133,0.788,1.66,2.047,1.363,1.67,2.092,1.614,1.823,96.692,1.449,1.332,-0.541,2.376,0.773,0.067,1.318,0.969,1.314,-0.224,1.025,0.199,-0.796,0.782,0.018,1.161,1.86,24.401
North Macedonia,176,2009,0.532,0.211,0.384,0.7,0.778,0.576,0.563,18.0,0.0,2.0,0.0,1.251,1.207,-0.839,1.11,0.211,-0.041,56.9,64.01,2.023,1.328,0.878,0.788,2.526,2.047,1.363,1.67,2.092,1.614,1.823,96.615,1.21,1.108,-0.411,2.376,0.729,-0.183,1.213,0.969,1.314,-0.224,1.025,0.064,-0.872,0.609,0.151,1.068,1.49,25.133
North Macedonia,176,2011,0.48,-0.043,0.343,0.595,0.765,0.542,0.604,18.0,0.0,2.0,0.0,1.328,1.207,-0.855,1.195,-0.043,-0.167,63.48,69.37,2.285,1.06,0.847,0.908,2.013,2.047,1.363,1.67,2.092,1.614,1.823,96.846,1.122,1.01,-0.21,2.376,0.729,-0.301,0.968,0.969,0.619,-0.869,0.708,-0.18,-0.872,0.609,0.014,1.166,1.49,26.152
North Macedonia,176,2014,0.447,-0.198,0.275,0.544,0.762,0.494,0.616,18.0,0.0,2.0,0.0,1.43,1.281,-1.071,1.336,-0.198,-0.966,54.36,59.54,2.285,1.06,0.409,0.793,1.36,1.968,1.363,1.431,1.773,1.363,1.823,97.545,1.12,0.684,-0.058,2.233,0.918,-0.367,1.145,0.969,0.173,-0.563,-0.053,-0.428,-0.846,0.582,0.377,1.005,1.285,27.927
North Macedonia,176,2016,0.452,0.256,0.278,0.57,0.729,0.514,0.546,18.0,0.0,2.0,0.0,1.426,1.355,-0.48,1.447,0.256,0.397,66.79,71.99,2.285,1.025,0.371,0.793,1.36,1.239,1.162,1.385,1.773,1.363,1.611,96.333,0.541,0.461,-0.281,2.037,0.284,-0.295,0.963,0.969,0.399,-0.51,0.165,-0.228,-0.741,0.585,0.377,0.8,1.378,29.149
North Macedonia,176,2019,0.606,0.58,0.414,0.725,0.849,0.678,0.69,18.0,0.0,2.0,0.0,1.087,1.465,-0.251,1.175,0.58,0.23,46.65,49.41,2.285,1.705,1.285,1.163,1.731,1.397,1.215,1.436,1.773,1.403,0.907,95.556,1.629,2.521,1.086,1.684,0.641,1.133,1.718,0.969,0.67,0.166,0.501,0.097,-0.55,0.858,0.932,0.806,1.207,30.736
Malta,178,2013,0.791,1.54,0.608,0.839,0.917,0.901,0.821,18.0,0.0,2.0,0.0,0.113,-1.699,1.227,1.93,1.54,1.122,92.95,91.72,1.939,2.66,1.479,1.87,2.215,0.975,1.678,0.667,2.008,2.469,1.055,100.0,3.093,2.553,1.784,1.643,1.666,1.943,1.91,0.961,0.543,0.891,1.753,1.031,1.396,1.685,1.601,2.207,2.59,63.201
Malta,178,2017,0.767,1.554,0.569,0.805,0.911,0.891,0.821,18.0,0.0,2.0,0.0,0.43,-1.699,1.164,1.963,1.554,1.142,92.06,92.29,1.939,2.66,1.233,1.87,2.215,0.975,1.678,0.667,2.008,2.469,1.055,100.0,3.093,2.029,1.784,1.643,1.492,1.395,1.91,0.961,0.543,0.891,1.261,1.031,1.099,1.685,2.824,2.207,2.59,76.82
Mauritius,180,2000,0.736,1.796,0.642,0.848,0.897,0.887,0.87,18.0,0.0,2.0,0.0,-0.232,-1.962,-0.867,2.26,1.796,1.614,80.87,79.57,2.081,2.014,1.344,1.364,2.22,2.156,1.302,1.313,1.373,1.914,1.965,90.6,2.767,1.593,2.02,1.076,1.447,1.459,1.209,0.978,1.217,1.359,1.514,2.18,0.55,1.312,-0.68,2.065,2.004,34.492
Mauritius,180,2014,0.73,1.63,0.619,0.857,0.884,0.878,0.824,18.0,0.0,2.0,0.0,-0.303,-1.962,-0.431,1.733,1.63,0.856,74.41,71.23,2.081,2.014,1.344,1.861,2.184,1.694,1.412,0.945,1.484,1.914,1.965,90.6,1.865,1.657,1.46,1.736,0.721,1.26,1.143,0.978,1.425,1.264,1.352,2.18,0.808,1.312,-0.68,1.687,2.773,48.702
Montenegro,183,2006,0.496,-0.014,0.375,0.701,0.789,0.475,0.698,18.0,0.0,2.0,0.0,0.76,1.348,-1.038,1.44,-0.014,-0.09,72.05,65.84,2.035,1.14,0.633,1.434,2.265,1.69,1.635,0.89,2.299,2.005,1.002,99.767,1.826,0.748,0.837,1.494,-0.19,0.396,1.518,0.95,0.514,0.664,0.89,0.633,0.292,0.469,0.243,2.493,2.249,24.008
Montenegro,183,2008,0.492,0.051,0.395,0.704,0.803,0.449,0.751,18.0,0.0,2.0,0.0,1.31,1.59,-1.028,2.285,0.051,0.38,68.7,63.46,2.035,1.213,0.633,1.434,2.265,1.69,1.635,1.509,2.299,2.005,2.031,100.0,1.997,0.748,1.397,1.494,-0.19,0.396,1.518,0.95,0.514,0.664,1.03,0.633,0.353,0.678,0.456,2.493,2.249,28.134
Montenegro,183,2009,0.495,0.051,0.397,0.704,0.803,0.456,0.775,18.0,0.0,2.0,0.0,1.31,1.59,-1.028,2.285,0.051,0.38,66.19,61.15,2.035,1.213,0.633,1.434,2.265,1.69,1.635,1.509,2.299,2.005,2.031,100.0,1.997,0.748,1.715,1.494,-0.19,0.396,1.518,0.95,0.514,0.664,1.03,0.633,0.353,0.678,0.456,2.493,2.249,28.494
Montenegro,183,2012,0.502,0.04,0.404,0.704,0.803,0.472,0.775,18.0,0.0,2.0,0.0,1.31,1.937,-0.882,2.385,0.04,0.172,70.56,71.01,2.035,1.213,0.633,1.434,2.265,1.69,1.635,1.509,2.299,2.005,2.031,100.0,1.997,0.675,1.715,1.494,-0.19,0.396,1.518,0.95,0.514,0.664,1.03,0.633,0.353,0.678,0.594,2.493,2.249,30.358
Montenegro,183,2013,0.476,-0.519,0.379,0.718,0.827,0.39,0.735,18.0,0.0,2.0,0.0,0.938,1.937,-1.595,2.385,-0.519,-0.581,63.9,64.36,2.035,1.435,0.605,2.155,2.265,2.063,2.062,1.509,2.299,2.04,2.031,100.0,1.997,0.924,1.715,1.494,-0.19,0.396,1.518,0.95,0.411,0.664,1.354,0.323,0.353,0.678,0.858,2.493,1.711,31.014
Montenegro,183,2016,0.464,-0.867,0.369,0.718,0.83,0.36,0.735,18.0,0.0,2.0,0.0,0.938,1.937,-1.542,2.316,-0.867,-0.659,73.41,73.88,2.035,1.435,0.605,0.628,2.265,2.063,2.062,1.509,2.299,2.04,2.031,100.0,1.997,0.924,1.715,1.494,-0.19,0.396,1.516,0.95,0.411,0.664,1.354,0.323,0.353,0.678,0.858,2.493,1.711,33.314
Montenegro,183,2018,0.463,-0.503,0.36,0.729,0.823,0.35,0.713,18.0,0.0,2.0,0.0,1.141,1.937,-1.518,2.255,-0.503,0.571,63.92,64.68,2.035,1.435,0.748,0.628,1.261,2.063,2.062,1.509,2.299,2.04,2.031,100.0,2.011,0.716,1.287,1.972,-0.19,0.235,1.458,0.95,0.411,0.664,1.698,0.323,0.511,0.678,0.858,2.647,1.711,35.072
Norway,186,2017,0.895,1.898,0.86,0.978,0.892,0.969,0.988,18.0,0.0,2.0,0.0,2.735,3.001,2.317,1.75,1.898,1.532,78.22,70.59,2.082,1.422,3.243,2.707,2.571,2.34,2.331,1.271,2.597,3.027,1.783,99.812,2.876,2.392,3.548,2.598,1.679,3.298,2.096,0.962,2.948,2.274,2.881,2.736,1.847,2.028,2.137,3.447,3.123,132.596
Paraguay,189,1993,0.511,0.016,0.368,0.674,0.84,0.507,0.565,18.0,1.0,2.0,0.0,0.123,0.99,-1.495,1.619,0.016,1.451,69.0,33.38,2.391,1.786,1.937,1.697,1.919,1.487,1.933,1.54,1.049,1.458,1.401,85.8,1.986,1.16,0.289,1.033,-0.419,0.911,1.211,0.944,-0.21,0.011,0.102,-0.34,-0.229,-0.845,-1.712,-1.979,-1.432,11.999
Paraguay,189,1998,0.534,0.005,0.387,0.675,0.837,0.554,0.565,18.0,1.0,2.0,0.0,0.332,1.553,-1.495,1.626,0.005,1.432,80.54,59.43,2.391,1.786,1.937,1.697,1.919,1.487,1.933,1.54,1.049,1.458,1.401,85.8,1.986,1.16,0.289,1.033,-0.419,0.911,1.211,0.944,0.096,0.011,0.102,-0.34,-0.229,-0.845,-1.712,-1.529,-1.432,12.243
Paraguay,189,2003,0.566,0.354,0.408,0.689,0.841,0.617,0.649,18.0,1.0,2.0,0.0,0.332,1.553,-1.512,1.636,0.354,1.43,64.2,47.6,2.391,1.786,1.937,1.697,1.919,1.784,1.933,1.871,1.049,1.62,1.401,84.0,1.986,1.16,0.574,1.033,-0.419,0.911,1.211,0.944,0.096,0.011,0.493,-0.34,-0.229,-0.358,-1.712,-1.647,-1.432,12.454
Paraguay,189,2008,0.62,0.437,0.491,0.786,0.857,0.644,0.784,18.0,1.0,2.0,0.0,0.332,1.553,-1.551,1.483,0.437,1.274,60.34,45.94,2.391,1.786,1.937,1.697,1.919,1.784,1.933,1.871,1.049,1.62,1.786,83.125,1.986,1.83,1.531,1.033,-0.419,1.651,1.486,0.944,0.273,0.934,1.429,-0.34,0.392,0.044,-0.779,-1.647,-0.629,14.457
Paraguay,189,2013,0.589,0.459,0.403,0.714,0.827,0.661,0.565,18.0,1.0,2.0,0.0,0.362,1.527,-1.531,1.78,0.459,1.76,68.02,57.96,2.391,1.727,1.105,2.273,1.919,1.784,1.784,1.255,1.239,1.484,1.367,81.75,1.63,0.961,0.309,1.033,0.255,1.524,1.34,0.944,0.006,0.005,1.147,-0.219,-0.197,-0.369,-0.819,-1.766,-1.428,17.453
Paraguay,189,2018,0.584,0.427,0.416,0.741,0.825,0.634,0.566,18.0,1.0,2.0,0.0,0.589,0.896,-1.121,1.62,0.427,0.027,61.25,52.36,2.391,1.724,1.772,2.273,1.919,1.784,1.784,1.821,1.239,1.368,1.367,80.333,1.815,1.14,0.266,1.033,0.255,1.524,1.312,0.944,0.247,0.005,1.147,-0.219,-0.197,-0.369,-0.819,-1.766,-1.428,20.022
Romania,190,1996,0.575,1.035,0.41,0.827,0.794,0.565,0.649,18.0,0.0,2.0,0.0,1.47,0.429,-0.15,1.577,1.035,0.421,76.0,78.14,0.68,1.766,1.273,1.729,1.277,1.631,2.076,0.067,1.881,1.327,2.023,99.636,1.713,1.036,0.765,1.915,0.6,0.335,2.125,0.996,1.361,2.476,0.786,0.972,1.296,1.307,0.09,1.291,1.886,14.165
