country,country_id,year,electoral_democracy_index,electoral_fairness_index,liberal_democracy_index,freedom_of_expression_index,freedom_of_association_index,free_and_fair_elections_index,civil_society_participation_index,voting_age_restrictions,compulsory_voting,women_voting_rights,election_monitoring_quality,campaign_donation_regulation,public_campaign_financing,vote_buying,campaign_freedom,electoral_fairness_index,election_result_acceptance,voter_turnout,voter_participation_rate,party_ban_restrictions,opposition_party_autonomy,academic_freedom,religious_freedom,freedom_of_movement,men_domestic_movement_freedom,women_domestic_movement_freedom,freedom_to_choose_residence,men_property_rights,women_property_rights,state_control_over_internet,state_territorial_control,civil_society_organizational_autonomy,civil_society_repression,government_consultation_with_civil_society,gender_inclusion_in_civil_society,religious_organization_control,media_censorship,media_censorship_effort,media_censorship_binary,journalist_harassment,media_self_censorship,media_bias,media_corruption,legislative_constraints_on_executive,judicial_constraints_on_executive,other_constraints_on_executive,education_equality,health_equality,gdp_per_capita
Poland,17,2015,0.875,2.2,0.779,0.951,0.896,0.961,0.76,18.0,0.0,2.0,0.0,2.259,2.077,2.36,2.263,2.2,1.937,55.34,53.83,1.531,2.615,2.207,2.553,2.647,1.426,2.052,1.536,2.395,2.925,1.966,97.5,1.841,2.893,1.053,2.319,2.118,2.692,1.602,0.976,2.588,2.077,1.719,2.363,1.708,1.791,1.352,2.757,2.128,52.543
Poland,17,2019,0.681,0.279,0.508,0.682,0.844,0.915,0.638,18.0,0.0,2.0,0.0,2.089,2.166,1.509,1.621,0.279,1.739,61.74,59.08,1.849,2.326,0.571,1.361,2.138,1.023,1.532,1.064,1.689,2.236,1.966,97.5,1.211,0.729,0.118,1.625,2.848,0.313,1.602,0.976,0.921,0.461,0.549,1.025,1.93,1.746,1.03,2.597,1.833,58.956
Brazil,19,1994,0.847,1.91,0.705,0.921,0.939,0.893,0.807,16.0,2.0,2.0,0.0,1.162,0.178,-0.238,2.269,1.91,1.68,84.93,76.85,2.54,2.97,2.876,2.873,2.752,2.095,2.001,1.165,1.987,1.604,2.103,90.824,2.372,3.229,1.264,1.687,1.247,1.81,2.159,-1.397,1.029,1.626,1.963,1.231,0.742,1.538,0.51,-1.076,0.455,18.706
Brazil,19,2010,0.872,2.856,0.778,0.929,0.942,0.927,0.938,16.0,2.0,2.0,0.0,1.845,1.088,-0.158,1.722,2.856,1.571,81.88,80.62,2.54,2.97,2.646,2.873,2.752,2.095,2.001,1.021,1.987,2.039,2.103,90.206,2.498,3.229,3.29,1.941,0.452,2.394,2.159,0.968,1.436,1.918,1.882,1.482,0.945,1.446,1.03,-0.537,0.451,27.371
Brazil,19,2018,0.753,1.138,0.617,0.794,0.884,0.897,0.737,16.0,2.0,2.0,0.0,3.051,2.441,-0.047,2.367,1.138,0.736,79.67,76.83,2.404,2.97,1.28,1.545,2.362,1.877,2.001,1.628,1.979,2.154,1.421,89.667,1.585,1.377,0.27,1.697,0.616,0.665,0.991,0.968,0.936,1.085,0.77,0.985,0.049,1.034,0.556,-0.738,0.226,26.001
United States of America,20,2016,0.887,0.762,0.832,0.951,0.941,0.932,0.988,18.0,0.0,2.0,0.0,2.026,-0.175,2.045,1.344,0.762,1.665,65.44,55.98,2.409,3.204,3.213,2.732,2.089,1.695,2.31,2.582,1.966,2.786,2.04,98.545,2.849,2.699,3.399,1.986,0.74,2.936,1.896,1.011,1.764,2.226,1.511,2.688,1.023,1.488,1.932,0.95,0.482,134.775
United States of America,20,2018,0.823,0.913,0.742,0.903,0.947,0.866,0.984,18.0,0.0,2.0,0.0,2.006,-0.196,1.994,1.292,0.913,1.609,49.3,47.02,2.514,3.305,2.98,2.316,1.912,1.695,2.31,2.808,1.966,2.786,2.04,97.357,2.92,3.137,3.399,1.986,1.732,1.785,1.382,1.011,1.379,1.718,1.197,2.105,0.585,1.646,1.995,0.929,0.408,141.503
Portugal,21,2009,0.895,2.179,0.84,0.972,0.896,0.97,0.902,18.0,0.0,2.0,0.0,2.665,2.599,2.869,2.504,2.179,1.875,59.68,66.14,0.751,2.863,3.531,2.786,2.704,2.335,2.52,1.324,2.262,2.501,2.123,97.2,1.898,2.734,2.649,2.16,0.733,2.37,2.334,0.999,2.499,2.648,2.41,1.951,1.523,2.231,1.93,2.157,2.632,60.265
El Salvador,22,1997,0.489,0.099,0.278,0.713,0.819,0.437,0.69,18.0,0.0,2.0,0.0,-0.689,1.682,-1.274,1.536,0.099,0.979,89.18,82.21,2.338,1.499,1.28,1.777,2.621,0.93,1.932,1.884,-1.216,-0.396,1.237,94.786,1.434,1.643,0.213,1.691,1.247,0.567,1.545,-0.96,0.599,1.216,0.262,0.704,0.131,1.233,-0.422,-1.141,-1.244,9.797
El Salvador,22,1999,0.508,0.171,0.297,0.722,0.84,0.449,0.69,18.0,0.0,2.0,0.0,-0.689,1.682,-1.289,1.539,0.171,0.964,38.57,38.11,2.338,2.131,1.28,1.777,2.621,0.93,1.932,2.292,0.86,1.037,1.237,94.786,1.434,1.643,0.213,1.691,1.247,0.567,1.545,-0.96,0.599,1.216,0.392,0.704,-0.58,1.233,-0.422,-1.141,-1.244,10.363
El Salvador,22,2000,0.531,0.174,0.317,0.777,0.84,0.463,0.69,18.0,0.0,2.0,0.0,-0.689,1.682,-1.23,1.523,0.174,0.98,38.07,37.95,2.338,2.131,1.59,1.777,2.621,0.93,1.932,2.292,0.86,1.037,1.237,94.786,1.434,1.643,0.213,1.691,1.247,0.567,1.545,-0.96,0.599,1.216,0.54,0.704,-0.58,1.233,-0.422,-1.141,-1.244,10.585
El Salvador,22,2003,0.544,0.178,0.337,0.769,0.872,0.48,0.69,18.0,0.0,2.0,0.0,-0.689,1.682,-0.955,1.571,0.178,0.839,28.42,28.58,2.338,2.131,1.59,1.777,2.621,1.034,1.69,2.292,0.86,1.037,1.237,94.786,1.434,1.643,0.213,1.691,1.247,0.567,1.545,0.995,0.599,1.216,0.396,0.704,-0.58,1.233,-0.422,-1.141,-1.244,11.31
El Salvador,22,2004,0.543,0.17,0.335,0.772,0.869,0.476,0.678,18.0,0.0,2.0,0.0,-0.689,1.682,-0.954,1.563,0.17,0.438,66.16,63.13,2.338,2.131,1.619,1.777,2.621,1.034,1.69,2.292,0.86,1.037,1.237,94.786,1.434,1.643,0.305,1.691,1.247,0.567,1.545,0.995,0.599,1.216,0.396,0.704,-0.58,1.233,-0.422,-1.141,-1.244,11.605
El Salvador,22,2006,0.561,0.536,0.348,0.778,0.876,0.513,0.678,18.0,0.0,2.0,0.0,-0.689,1.406,-0.881,1.409,0.536,1.046,52.56,52.72,2.338,2.131,1.619,1.777,2.621,1.034,1.69,2.292,0.86,1.037,1.237,94.786,1.434,1.643,0.305,1.691,1.247,0.567,1.545,0.995,0.599,1.216,0.536,0.704,-0.58,1.233,-0.422,-1.141,-1.244,12.4
El Salvador,22,2009,0.597,0.486,0.399,0.826,0.887,0.541,0.709,18.0,0.0,2.0,0.0,-0.689,1.306,-0.815,1.409,0.486,1.287,61.91,72.39,2.338,2.245,1.619,1.777,2.621,1.034,1.69,2.292,0.86,1.037,1.237,94.786,1.569,1.762,0.706,1.657,1.535,0.567,1.545,0.995,0.599,1.216,0.832,0.704,0.004,1.286,-0.212,-1.084,-1.244,13.078
El Salvador,22,2012,0.624,0.707,0.438,0.847,0.903,0.565,0.749,18.0,0.0,2.0,0.0,-0.623,1.129,-0.879,1.414,0.707,1.432,53.0,64.04,2.338,2.245,1.218,2.263,2.621,1.034,1.69,2.292,0.86,1.037,1.609,94.5,1.841,2.1,0.831,1.709,1.535,0.844,2.126,0.995,0.729,1.867,0.832,0.704,0.004,1.286,-0.212,-0.894,-1.138,13.92
El Salvador,22,2018,0.635,0.739,0.432,0.796,0.902,0.63,0.749,18.0,0.0,2.0,0.0,0.46,1.129,-0.37,1.089,0.739,1.179,47.96,58.4,2.338,2.876,1.459,2.263,1.705,1.249,0.993,2.287,1.234,1.754,1.609,94.667,2.152,2.037,0.692,1.777,0.704,0.844,1.432,0.995,0.407,1.213,1.361,1.031,-0.086,1.37,-0.313,-1.372,-0.82,14.163
El Salvador,22,2019,0.594,0.882,0.393,0.719,0.87,0.636,0.59,18.0,0.0,2.0,0.0,0.42,1.129,0.186,1.089,0.882,1.179,51.88,63.34,2.338,2.876,0.89,2.263,1.112,1.502,1.144,2.287,1.234,1.754,1.609,93.75,1.329,1.002,-0.875,1.777,0.186,-0.134,1.432,0.995,0.043,0.97,0.416,0.885,0.533,1.106,-0.271,-1.372,-0.82,13.803
Bangladesh,24,1996,0.5,0.313,0.265,0.723,0.744,0.534,0.715,18.0,0.0,2.0,0.0,-1.571,-2.511,-0.756,0.67,0.313,-0.711,75.6,64.57,1.254,1.429,0.702,2.455,0.877,1.878,0.984,0.524,1.626,2.079,1.802,99.3,1.202,0.287,1.107,0.978,0.629,0.707,-0.265,-1.832,0.193,0.845,0.603,0.823,-1.397,1.713,-2.16,-1.884,-1.645,3.351
Bangladesh,24,2001,0.504,-0.007,0.268,0.733,0.737,0.536,0.748,18.0,0.0,2.0,0.0,-1.571,-2.511,-0.821,0.72,-0.007,-0.729,74.97,76.5,1.254,1.429,0.702,1.438,0.877,1.878,0.984,0.524,1.626,2.079,1.364,99.3,1.202,0.069,1.527,0.978,0.629,0.707,-0.265,0.949,0.193,0.845,0.994,0.823,-1.397,1.713,-2.16,-1.884,-1.645,3.776
Bangladesh,24,2008,0.209,0.431,0.105,0.587,0.59,0.004,0.7,18.0,0.0,2.0,0.0,-1.189,-2.511,-0.519,1.134,0.431,-0.533,85.26,78.93,1.254,1.439,0.769,1.63,-0.011,1.878,1.143,0.629,1.626,2.079,1.948,99.3,0.745,-0.011,0.993,1.79,1.18,0.248,-0.983,0.949,-0.187,0.044,0.72,0.797,-1.532,1.634,-2.16,-1.901,-1.645,5.13
Bolivia,25,1997,0.739,1.852,0.52,0.818,0.853,0.881,0.704,18.0,2.0,2.0,0.0,0.717,1.586,0.147,1.056,1.852,1.357,71.36,64.54,2.397,2.115,2.038,1.178,1.37,1.757,1.928,0.887,0.905,1.016,0.915,92.273,2.137,0.791,0.356,0.381,-0.266,1.107,1.631,1.01,1.791,1.88,1.057,1.077,1.009,0.363,-0.912,0.597,0.237,8.189
Bolivia,25,2002,0.727,1.509,0.513,0.818,0.836,0.871,0.759,18.0,2.0,2.0,0.0,0.716,3.037,0.153,1.848,1.509,1.347,72.06,66.82,2.397,2.115,2.038,1.178,1.73,1.757,1.928,0.887,0.905,1.016,0.915,92.273,1.741,0.347,0.356,0.741,-0.266,1.107,1.631,1.01,1.791,1.88,1.057,1.077,1.465,0.682,-0.912,-0.651,0.237,8.471
Bolivia,25,2005,0.748,1.687,0.534,0.856,0.865,0.846,0.851,18.0,2.0,2.0,0.0,0.716,1.756,0.71,1.704,1.687,1.11,84.51,63.44,2.397,2.115,2.038,1.178,0.904,1.757,1.928,0.887,0.905,1.016,0.915,92.273,1.714,1.779,1.573,0.741,-0.266,1.39,1.631,1.01,1.791,1.532,1.301,1.077,1.567,0.752,-0.061,-0.651,-0.618,9.009
Bolivia,25,2014,0.646,1.277,0.389,0.76,0.841,0.748,0.911,18.0,2.0,2.0,0.0,-0.01,0.078,0.562,1.063,1.277,1.206,87.45,88.365,2.397,2.115,1.772,2.248,0.904,1.821,1.644,-0.026,0.905,1.019,1.549,94.0,1.181,0.689,2.315,0.986,-0.68,0.138,1.488,1.01,1.176,1.007,0.911,0.918,2.273,1.014,0.39,-0.842,-0.217,12.52
Haiti,26,1995,0.346,-0.386,0.229,0.69,0.557,0.208,0.531,21.0,0.0,2.0,0.0,-0.567,0.506,-0.922,-0.906,-0.386,-0.42,31.09,33.07,0.287,1.044,0.583,1.498,0.914,1.297,1.5,0.304,0.203,-0.144,0.464,87.2,0.921,-0.85,0.882,0.199,-0.458,0.168,1.418,-1.188,0.558,0.713,-0.303,-0.764,0.243,-0.505,-1.052,-1.93,-1.655,4.021
Haiti,26,2000,0.432,0.043,0.268,0.751,0.659,0.366,0.531,18.0,0.0,2.0,0.0,-0.567,0.506,-1.551,-0.886,0.043,-1.878,78.29,68.25,1.014,1.044,1.414,1.498,0.914,1.297,1.5,1.269,0.203,-0.144,1.249,87.2,1.063,-0.647,0.882,0.199,-0.458,0.757,1.418,0.899,0.558,0.713,-0.416,-0.764,0.243,-0.505,-1.052,-1.93,-1.655,4.21
Haiti,26,2006,0.368,-0.418,0.196,0.795,0.673,0.289,0.472,18.0,0.0,2.0,0.0,-0.422,0.506,-1.259,-0.058,-0.418,-1.313,59.26,47.77,1.014,1.044,1.566,1.333,1.168,0.937,0.959,1.269,0.203,-0.144,0.373,90.556,1.723,-0.293,0.284,0.199,0.447,0.024,1.418,0.899,1.164,1.928,1.301,-0.764,-0.953,-0.505,-1.052,-1.93,-1.655,3.987
Haiti,26,2010,0.434,-0.923,0.257,0.841,0.664,0.314,0.505,18.0,0.0,2.0,1.0,-0.422,0.576,-1.561,0.022,-0.923,-1.649,23.0,18.99,0.692,1.0,1.72,1.84,1.168,1.342,1.631,1.269,0.203,-0.305,0.799,90.556,1.723,-0.293,0.548,0.199,0.447,0.302,1.418,0.899,1.635,1.928,1.621,-0.764,-0.953,-0.505,-1.052,-1.93,-1.655,4.077
Haiti,26,2011,0.418,-0.677,0.249,0.84,0.692,0.255,0.505,18.0,0.0,2.0,1.0,-0.422,0.576,-1.546,0.022,-0.677,-1.295,22.36,18.93,1.015,1.0,1.576,1.84,1.168,1.342,1.631,1.269,0.203,-0.305,0.451,90.556,1.723,-0.293,0.548,0.199,0.447,0.302,1.418,0.899,1.635,1.928,1.621,-0.764,-0.953,-0.505,-1.052,-1.93,-1.655,4.128
Haiti,26,2015,0.403,-0.826,0.226,0.786,0.703,0.241,0.505,18.0,0.0,2.0,1.0,-0.422,0.576,-2.124,0.155,-0.826,-1.879,28.8,27.8,1.296,1.0,1.559,1.84,0.933,1.342,1.631,1.777,0.203,-0.305,0.451,92.667,1.723,-0.293,0.548,0.199,0.447,0.07,1.046,0.899,0.899,1.279,1.235,-0.874,-0.477,-0.792,-1.052,-1.93,-1.655,4.191
Honduras,27,1993,0.491,0.756,0.26,0.691,0.638,0.605,0.652,18.0,1.0,2.0,0.0,0.284,1.399,-0.978,1.059,0.756,1.613,64.97,63.49,0.323,1.472,0.592,1.824,0.254,1.37,1.123,0.203,1.919,1.77,0.728,84.0,1.181,-0.085,0.049,0.592,1.099,0.884,1.668,0.97,-0.063,1.247,1.315,-0.315,-1.979,0.653,-1.163,-1.182,-1.671,7.874
Honduras,27,1997,0.548,0.779,0.3,0.739,0.773,0.602,0.736,18.0,1.0,2.0,0.0,0.284,1.399,-1.412,1.09,0.779,1.613,72.09,68.22,1.957,1.472,1.448,1.824,1.978,1.37,1.123,1.127,1.919,1.77,0.728,84.667,1.469,1.229,0.646,1.212,1.878,0.884,1.668,0.97,0.269,1.247,1.315,-0.315,-1.144,0.653,-1.163,-1.182,-1.671,8.033
Honduras,27,2001,0.554,0.767,0.326,0.744,0.784,0.596,0.736,18.0,1.0,2.0,0.0,0.284,1.399,-0.955,0.769,0.767,1.17,66.34,72.37,1.957,1.472,1.644,1.824,1.978,1.37,1.123,1.7,1.919,1.77,0.728,85.333,1.9,1.229,0.646,1.212,1.878,0.884,1.668,0.97,0.269,1.247,1.315,-0.315,-1.144,0.653,-1.163,-1.182,-1.671,8.22
Honduras,27,2005,0.562,-0.063,0.33,0.765,0.798,0.58,0.736,18.0,1.0,2.0,0.0,0.226,1.399,-1.353,1.0,-0.063,1.043,55.08,60.55,1.957,1.472,1.958,1.824,1.978,1.37,1.24,1.747,1.919,1.77,0.728,87.778,1.9,1.722,0.646,1.212,1.878,1.523,1.668,0.97,0.269,1.247,1.315,-0.315,-1.144,0.653,-0.614,-1.182,-1.917,9.027
Honduras,27,2009,0.441,-0.738,0.278,0.617,0.756,0.422,0.76,18.0,1.0,2.0,0.0,0.226,1.298,-1.558,1.028,-0.738,-0.071,49.88,53.17,1.957,1.326,0.296,1.376,1.569,0.89,1.01,1.747,1.919,1.77,0.728,86.111,1.455,0.491,0.929,1.212,1.757,0.85,0.76,0.97,-0.813,1.107,0.933,-0.315,-1.314,0.546,-0.731,-1.182,-1.937,9.608
Honduras,27,2013,0.411,-0.481,0.253,0.68,0.771,0.291,0.795,18.0,1.0,2.0,0.0,0.13,1.246,-1.529,0.995,-0.481,-0.193,61.16,66.31,1.957,1.264,1.321,1.758,1.644,1.701,1.249,1.747,1.919,1.77,0.728,87.143,1.685,0.949,1.317,1.354,2.018,1.054,1.361,0.97,-0.782,1.116,0.552,-0.315,-1.284,0.59,-0.691,-1.478,-1.991,10.063
Honduras,27,2017,0.412,-1.145,0.241,0.677,0.792,0.27,0.781,18.0,1.0,2.0,0.0,0.832,1.572,-1.875,0.895,-1.145,-1.768,59.49,65.29,1.957,1.264,0.999,1.758,1.196,1.701,1.249,1.923,1.919,1.493,0.728,88.714,1.685,0.636,1.012,1.245,1.617,0.86,1.361,0.97,-0.21,0.742,0.635,-0.315,-1.284,0.59,-0.691,-1.478,-1.991,10.647
Mali,28,1997,0.548,-0.41,0.395,0.886,0.79,0.462,0.917,18.0,0.0,2.0,0.0,0.024,-0.55,-1.274,0.966,-0.41,-1.222,28.41,34.01,0.981,0.577,2.52,0.303,1.726,1.968,1.221,1.828,1.73,1.587,1.484,76.929,2.541,1.551,2.653,1.55,1.24,2.491,1.142,-1.384,1.255,-0.012,1.363,0.471,1.025,1.97,1.154,-1.425,-1.449,2.713
Mali,28,2002,0.599,0.194,0.405,0.921,0.815,0.527,0.917,18.0,0.0,2.0,0.0,0.024,-0.32,-2.074,2.18,0.194,0.498,38.57,42.44,0.981,0.688,2.52,0.303,1.726,1.968,1.221,1.828,1.73,1.587,1.484,76.929,2.541,1.551,2.653,1.55,2.232,2.491,1.142,0.978,1.255,2.169,2.161,0.471,1.025,1.97,1.154,-1.425,-1.449,3.195
Mali,28,2007,0.611,0.086,0.412,0.921,0.833,0.537,0.917,18.0,0.0,2.0,0.0,0.024,-0.22,-1.431,1.974,0.086,-0.253,36.24,41.2,0.981,0.688,2.52,0.303,1.726,1.968,1.221,1.828,1.73,1.587,1.484,78.5,2.541,1.959,2.653,1.55,2.232,2.491,1.142,0.978,1.255,2.169,2.161,0.471,1.025,1.97,1.154,-1.425,-1.449,3.591
Mali,28,2013,0.326,-0.161,0.195,0.888,0.757,0.196,0.901,18.0,0.0,2.0,0.0,0.024,-0.029,-0.934,2.177,-0.161,0.874,48.98,44.68,0.981,1.054,2.215,0.668,1.726,1.186,1.191,1.688,1.73,1.769,0.367,75.0,1.792,1.179,2.356,1.55,2.232,1.914,0.229,0.978,1.309,1.109,1.701,0.076,0.362,1.97,1.063,-1.325,-1.64,3.815
Mali,28,2018,0.512,-0.767,0.305,0.848,0.794,0.409,0.856,18.0,0.0,2.0,0.0,0.229,-0.443,-0.683,1.128,-0.767,-0.22,42.7,40.92,0.981,1.037,1.379,0.523,1.604,1.262,1.201,1.397,0.979,1.169,0.719,75.722,2.197,1.189,1.801,1.289,2.232,1.068,-0.334,0.978,0.852,1.285,2.507,0.081,0.748,1.053,1.063,-1.502,-1.76,4.414
Pakistan,29,1997,0.388,-0.358,0.2,0.631,0.67,0.31,0.48,21.0,0.0,2.0,0.0,-0.313,-1.253,-1.437,0.982,-0.358,-0.609,35.17,31.47,1.509,0.872,1.063,-0.949,1.004,1.575,-1.644,0.315,1.67,1.176,1.483,86.714,0.632,0.809,0.536,-0.169,2.049,0.997,-0.336,1.002,-0.404,0.759,0.495,-0.413,-0.934,0.056,-2.169,-2.124,-1.486,6.883
Pakistan,29,2002,0.243,-0.865,0.132,0.738,0.478,0.134,0.641,21.0,0.0,2.0,1.0,0.571,-1.544,-1.222,0.17,-0.865,-1.281,61.53,38.93,1.509,-0.07,1.063,-0.949,0.998,1.203,-0.896,0.315,1.67,1.176,1.016,82.143,-0.199,0.82,1.291,0.43,1.143,1.094,-0.666,1.002,-0.313,1.829,0.711,-0.642,-0.934,0.056,-2.169,-1.878,-1.486,7.26
Pakistan,29,2008,0.417,-0.185,0.228,0.766,0.661,0.309,0.73,18.0,0.0,2.0,1.0,0.699,-1.485,-0.96,0.821,-0.185,-0.653,44.55,38.77,1.509,0.916,1.147,-0.857,0.914,1.203,-0.772,0.315,1.67,1.176,0.898,83.769,0.752,0.003,1.601,0.522,1.404,1.16,-0.631,1.002,-0.052,2.015,0.967,-0.58,-1.241,0.056,-1.815,-1.878,-1.486,8.914
Pakistan,29,2013,0.467,-0.328,0.287,0.823,0.759,0.344,0.685,18.0,0.0,2.0,1.0,0.966,-1.096,-1.261,0.799,-0.328,-1.194,53.62,40.43,1.6,1.965,0.195,-1.174,1.02,0.669,-0.413,0.34,0.821,1.059,0.731,83.769,0.876,0.397,1.42,0.748,1.101,0.985,-0.396,1.002,-0.038,1.473,2.019,-0.588,-1.379,0.175,-1.515,-1.868,-1.558,9.772
Pakistan,29,2018,0.395,-0.72,0.254,0.632,0.687,0.32,0.694,18.0,0.0,2.0,1.0,1.256,-1.466,-1.036,0.795,-0.72,-1.728,50.14,40.67,0.883,1.593,-1.114,-1.12,0.733,0.368,-0.388,0.664,1.215,1.269,1.328,84.455,0.464,-0.555,1.247,0.435,1.35,0.427,-1.091,1.002,-0.507,0.577,1.578,-0.569,-1.449,0.257,-1.046,-1.868,-1.785,10.342
Peru,30,1995,0.288,-0.084,0.106,0.331,0.627,0.472,0.323,18.0,3.0,2.0,0.0,-0.512,-0.898,-0.88,0.62,-0.084,0.403,72.96,66.39,1.758,0.372,-0.176,1.407,0.244,0.76,0.555,2.12,1.12,1.478,1.379,87.667,0.876,0.367,-0.644,1.042,0.864,-1.708,1.412,0.988,-0.508,-0.697,-1.017,-0.755,0.584,0.205,-0.789,-0.746,-0.819,12.091
Peru,30,2000,0.418,-1.56,0.189,0.685,0.677,0.356,0.523,18.0,3.0,2.0,1.0,-0.337,-0.898,-0.921,1.877,-1.56,-2.353,85.29,79.04,1.758,0.814,-0.176,1.407,0.244,0.76,0.555,2.12,1.12,1.478,1.379,87.667,1.127,0.744,0.979,1.042,0.864,1.832,1.802,0.988,0.25,-0.167,1.403,0.348,0.666,0.702,-0.092,-0.746,-0.819,12.93
Peru,30,2001,0.728,1.582,0.568,0.932,0.86,0.734,0.742,18.0,3.0,2.0,0.0,-0.337,-0.898,-0.579,1.877,1.582,1.692,83.71,79.48,1.758,2.126,2.501,2.285,1.204,1.609,1.5,2.12,1.12,1.478,1.379,87.667,1.865,2.18,1.829,1.127,0.864,2.589,1.802,0.988,1.649,1.901,2.214,1.807,0.666,0.702,-0.092,-0.746,-0.819,13.06
Peru,30,2006,0.793,1.759,0.653,0.914,0.854,0.887,0.726,18.0,2.0,2.0,0.0,0.941,0.07,-0.511,1.885,1.759,1.241,88.66,84.09,1.758,2.126,2.501,2.285,1.204,1.609,1.5,2.12,1.12,1.478,1.379,89.7,1.865,1.831,1.499,1.127,1.501,2.231,1.802,0.988,1.51,1.726,1.783,1.807,0.666,0.702,-0.092,-0.746,-0.535,16.363
Peru,30,2011,0.811,2.102,0.666,0.916,0.86,0.916,0.802,18.0,2.0,2.0,0.0,1.03,0.171,-0.526,1.695,2.102,1.941,83.72,87.41,1.758,2.126,2.037,2.285,1.52,1.609,1.5,1.96,1.12,1.478,1.379,90.1,1.865,1.87,2.294,1.156,1.501,2.651,1.802,0.988,1.431,2.214,1.696,1.807,0.887,0.748,-0.092,-0.746,-0.535,21.802
Peru,30,2016,0.781,1.261,0.665,0.917,0.837,0.883,0.73,18.0,2.0,2.0,0.0,0.993,0.202,-0.255,2.553,1.261,0.854,81.88,89.58,1.738,2.055,2.238,2.285,1.931,1.604,1.449,2.242,1.318,1.577,1.379,90.5,1.507,1.8,1.783,1.156,1.645,2.166,1.802,0.988,1.534,2.485,1.679,1.431,0.721,0.767,-0.138,-0.573,-0.391,24.492
Senegal,31,1993,0.613,1.087,0.452,0.778,0.844,0.647,0.744,18.0,0.0,2.0,0.0,-1.073,-1.608,-0.924,1.948,1.087,0.215,51.5,32.87,2.097,0.921,2.582,0.915,1.934,2.084,1.528,-0.615,1.282,1.486,1.578,91.625,2.166,2.164,1.041,1.492,1.032,-0.002,1.699,-1.233,0.641,2.46,0.495,0.932,0.644,1.982,-0.35,-0.643,-0.763,4.63
Senegal,31,2000,0.676,1.603,0.513,0.853,0.834,0.73,0.864,18.0,0.0,2.0,0.0,-1.073,-1.608,-0.315,1.918,1.603,0.214,61.0,37.37,2.097,0.921,2.582,0.915,1.934,2.084,1.528,0.966,1.282,1.486,1.578,91.625,2.166,2.164,1.724,1.492,1.032,0.731,1.699,0.987,0.106,2.46,2.23,0.932,1.435,1.982,-0.35,-0.041,-0.763,4.867
Senegal,31,2001,0.604,1.393,0.437,0.872,0.832,0.592,0.864,18.0,0.0,2.0,0.0,-1.073,-1.608,0.208,1.941,1.393,0.439,67.26,40.99,2.097,0.921,2.582,0.915,1.934,2.084,1.528,0.966,1.681,1.534,1.578,91.625,2.166,2.164,1.724,1.492,1.032,0.731,1.699,0.987,0.529,2.46,2.23,1.145,0.843,1.982,-0.35,-0.041,-0.138,4.926
Senegal,31,2012,0.692,1.596,0.535,0.894,0.85,0.711,0.872,18.0,0.0,2.0,0.0,-1.073,-1.608,-0.585,1.795,1.596,1.49,57.12,44.83,2.097,0.921,2.751,1.202,1.822,1.825,1.342,0.966,1.681,1.534,1.578,91.625,2.142,2.252,1.831,1.492,0.964,0.743,1.499,0.987,1.244,2.46,2.002,1.145,0.843,1.982,-0.138,-0.041,-0.138,5.547
Senegal,31,2017,0.701,1.166,0.555,0.952,0.822,0.702,0.863,18.0,0.0,2.0,0.0,-1.196,-1.241,0.073,1.369,1.166,1.183,53.66,43.94,2.097,0.876,1.768,1.1,1.433,1.932,2.021,1.356,1.444,1.16,0.696,89.25,1.616,1.968,0.878,1.699,0.271,2.29,1.791,0.987,1.956,3.048,3.18,1.587,1.116,1.989,-0.544,-0.041,0.236,6.365
Senegal,31,2019,0.7,1.208,0.544,0.942,0.781,0.749,0.864,18.0,0.0,2.0,0.0,-1.196,-0.984,-0.282,1.35,1.208,0.76,66.27,54.87,1.508,0.795,2.889,0.946,1.813,1.725,1.478,1.02,1.444,1.07,1.242,87.5,2.055,1.891,0.963,1.578,0.362,2.301,1.492,0.987,1.804,3.048,2.634,1.594,0.906,2.117,-0.803,-0.041,0.131,6.748
Sudan,33,2010,0.222,-1.195,0.067,0.255,0.344,0.119,0.38,18.0,0.0,2.0,1.0,-0.189,-0.574,-1.431,0.671,-1.195,-1.374,72.0,64.11,-0.278,0.489,-1.669,-1.316,-1.384,-1.524,-1.555,-1.491,-1.712,-1.172,0.917,66.385,-0.411,-1.397,-0.468,0.213,1.135,-1.738,-1.691,-0.699,-0.137,-1.018,-0.118,-0.595,-1.365,-1.202,-2.323,-1.442,-1.372,7.605
Afghanistan,36,2004,0.238,-0.26,0.091,0.667,0.652,0.06,0.645,18.0,0.0,2.0,0.0,-0.05,-1.685,-1.282,1.111,-0.26,-0.379,83.66,67.54,1.487,0.631,0.512,-0.696,1.438,0.67,-0.628,0.485,1.668,-0.839,0.059,69.0,0.888,2.216,1.47,-0.547,0.877,0.378,-0.104,-0.692,0.05,0.877,1.245,0.245,-0.645,0.4,-1.864,-0.722,-0.782,2.36
Afghanistan,36,2005,0.319,-0.26,0.113,0.684,0.648,0.241,0.665,18.0,0.0,2.0,1.0,0.531,-0.982,-1.282,1.111,-0.26,-0.545,49.37,51.71,1.044,0.631,0.512,-0.696,1.438,0.67,-0.747,0.485,1.668,-0.839,0.059,69.0,0.888,1.658,1.595,-0.547,0.877,0.779,-0.104,-0.692,0.05,0.877,1.245,0.013,-0.645,0.946,-1.864,-0.793,-0.782,2.51
